7.160326086956522174e-01,7.704207920792078834e-01,7.494256064685795860e-01,8.504965478479064034e-01,8.215972604945790403e-01,6.882358185149309859e-01,8.853604137481773106e-01,1.001358147082721806e-01,3.223336196218466454e-01,5.493651196416513560e-01,5.185831700166868563e-01,4.212519984632492331e-01,5.639803871271134028e-01,6.490678578591952963e-01,1.044537369954260803e-01,5.948906245323782871e-01,7.590759075907590470e-01,4.330462020360218989e-01,7.113416063528194000e-01,1.911570439950412148e-01,7.006172839506172867e-01,6.048034934497816817e-01,6.643580971487843545e-01,2.563836339432200573e-01,4.338181678329722235e-01,1.759121027438783069e-01,2.544895095485726899e-01,2.027021041691464132e-01,1.767163719530765453e-01,1.550514226364216319e-02,2.214221914631838151e-01,4.750167612171222187e-01,2.135349825459512962e-01,5.024631097324154805e-01,7.171161874279803339e-01,9.789849616144682409e-01,2.292490469801043151e-01,5.143915422502898238e-01,2.475777526381187088e-01,3.665443548728800627e-01,1.849523203234993696e-01,4.701440473275510512e-01,2.290213351726225199e-01,4.169869968865059784e-01,2.146315613181253301e-01,4.277548613737236494e-01,7.176343099093546174e-01,9.646250704098977558e-01,3.891417553645414307e-01,6.097695531760489729e-01,3.591345849300351944e-01,5.409544337100801181e-01,2.946999074868540403e-01,5.331129624862511740e-01,2.447238437359676791e-02,9.581320450885667528e-01,7.299270072992698755e-03,3.519637462235648551e-01,9.176755447941888910e-01,3.120036429872495298e-01,2.703379224030037498e-01,4.282485875706214529e-01,1.084775539767911384e-01,1.149756289833096801e-01,8.695652173913045319e-03
6.052989130434782705e-01,6.318069306930692575e-01,6.428162279338186513e-01,7.317971606196813639e-01,7.428691597767629329e-01,6.260171129033306192e-01,7.387549762802384512e-01,1.473263777300577448e-01,2.605075517248420791e-01,6.424451061048976896e-01,6.022521990714101436e-01,3.627600432920067841e-01,7.027762355217507251e-01,4.152144077809198919e-01,5.611593845188510982e-02,5.760626331794761468e-01,7.293729372937293176e-01,3.957191333855390458e-01,5.885963824677354905e-01,2.450673740006206747e-01,7.148148148148147918e-01,4.787897691827822655e-01,6.148718476986025916e-01,1.168201923252269320e-01,3.049815412874982701e-01,5.860465802396511159e-02,4.833990171092020921e-02,1.276644034423274898e-01,1.311764152249152438e-01,4.910230995467009842e-03,3.933334220613288190e-01,6.046480144404332568e-01,2.971040696176653340e-01,5.575623482481351090e-01,5.397202354551188241e-01,9.155408013587585936e-01,2.524458622497489646e-01,4.574499969498205809e-01,5.150868863708016887e-01,6.415836693780258004e-01,2.065187458200558879e-01,4.536684881244316681e-01,4.262865566003416484e-01,5.979837522168051089e-01,2.388466861474188019e-01,4.010882112931154486e-01,5.411974166404266429e-01,9.094566100562780919e-01,3.654409578103444689e-01,5.518418961014597279e-01,4.119193246726988167e-01,6.258547754284903286e-01,3.420747185744621444e-01,5.503405022115092082e-01,1.765051293564989104e-02,9.661835748792272360e-01,1.459854014598540445e-02,3.821752265861026454e-01,8.886198547215494736e-01,3.109927140255009381e-01,3.003754693366708639e-01,2.436911487758945394e-01,8.382006195194871556e-02,8.891382589423216243e-02,1.159420289855072825e-02
8.220108695652174335e-02,7.797029702970297016e-02,1.414518460496906049e-01,1.937103517397461006e-01,1.954558950703477738e-01,2.035339301091863839e-01,1.726386737479589373e-01,2.937299767557224328e-01,7.958300619849746627e-02,8.048609599576098672e-01,8.841500661816857898e-01,5.967391256187239978e-01,7.467518866639442088e-01,2.495673852673440385e-01,1.079001207955311292e-01,1.314702444168024120e-01,7.280528052805280703e-01,3.792743409031584245e-01,5.580633033458464176e-01,2.264891880958771198e-01,7.209876543209876587e-01,3.718028696194635163e-01,5.959187013356375129e-01,6.730779977799124236e-02,2.817848514711397967e-01,1.714682575547202270e-02,1.062977698185262401e-02,1.096898253685928276e-01,1.206849171039921509e-01,1.354176846031404473e-02,6.436668914442551515e-01,7.474574522949973820e-01,3.035507624870700250e-01,5.557532279767170014e-01,5.937474228987011937e-01,7.293942836288238585e-01,5.046421769432868354e-01,6.311205828760274583e-01,6.601925038482223673e-01,6.390050736594631298e-01,3.100090960352969160e-01,5.863404202436511836e-01,5.592690571605681837e-01,6.648036286801537464e-01,6.515220066674498600e-01,7.680497780785383588e-01,5.957878599072330417e-01,7.136747237190382842e-01,6.104990061316497574e-01,7.035465509495811842e-01,7.500039990862887862e-01,7.068879334921115420e-01,5.468588328826370359e-01,6.233858322997355428e-01,5.132810611032433828e-02,6.328502415458936436e-01,1.824817518248175452e-01,1.858006042296072025e-01,4.043583535108958849e-01,3.087996357012750548e-01,1.251564455569461887e-01,2.467043314500941553e-01,7.434233845489990333e-02,7.017517408638303256e-02,1.072463768115942268e-01
1.399456521739130543e-01,1.299504950495049549e-01,1.793279758617339903e-01,2.586486410083924659e-01,2.874651034181487930e-01,2.074605348405705041e-01,3.414648146558319497e-01,2.898261594019572313e-02,1.886375823161847570e-02,2.963122112760914750e-01,9.357671345953826325e-01,6.255006744602051860e-01,9.433664176363306675e-01,5.454858569717985217e-02,1.020394326952645155e-02,5.352349588058112617e-02,6.904290429042904131e-01,3.808405116157660975e-01,6.074102203175734127e-01,2.712508777135536620e-01,7.055555555555556024e-01,5.421085464753586658e-01,6.364086690257978463e-01,3.262374164158234335e-01,3.061396962701157243e-01,4.974899770986154768e-01,5.734336050952162228e-02,1.534622815006719543e-01,1.475430311327852739e-01,3.184797248518951573e-02,3.879254507382169370e-01,6.407323362558019486e-01,2.668669293242986740e-01,5.861361751388788344e-01,6.798627254754682214e-01,8.513276270552577740e-01,2.854594488923642981e-01,6.708882918199492451e-01,3.670302850466422573e-01,5.880626756138692679e-01,2.763710514802217855e-01,5.940934074384872643e-01,2.832403502798222505e-01,5.112187380639751089e-01,3.482721872685202724e-01,6.775645363533228105e-01,6.835892574404462962e-01,8.363050879562935469e-01,4.990515954437825807e-01,7.397389947818703293e-01,5.022103749735260525e-01,6.281814776604625061e-01,3.839747509643348100e-01,6.042439914815941338e-01,4.916928603502469797e-02,7.954911433172303648e-01,1.167883211678832078e-01,5.271903323262838725e-01,5.012106537530265360e-01,3.253187613843351311e-01,4.818523153942427806e-01,3.559322033898305038e-01,1.038542742221331833e-01,1.044216756662452311e-01,1.333333333333333592e-01
2.105978260869565202e-02,1.980198019801980222e-02,4.143028649505885869e-02,5.875578481389384655e-02,6.454550446801790575e-02,5.433017332884100548e-02,9.431634583858496124e-02,9.353863854526855981e-02,3.175995256434895747e-02,5.333228047064022537e-01,9.116578146145499773e-01,7.776173069120208003e-01,8.828006981005939169e-01,6.010836549162373171e-02,3.361111837341683450e-02,6.043085025670618532e-02,7.643564356435643692e-01,6.149830331506134229e-01,5.711525362945953921e-01,3.928497779341018625e-01,7.740740740740740256e-01,4.694323144104803336e-01,6.414914906299875597e-01,1.248849219351586270e-01,2.418335148684108704e-01,2.495790225867091650e-01,2.040881433269606249e-02,1.282577779915004546e-01,1.203285594256088276e-01,4.875803769055698372e-02,7.380853090100321090e-01,8.528803506962351344e-01,6.650035884988415580e-01,8.973825387319619429e-01,5.814185702854925974e-01,7.044649938188114469e-01,5.261647280449985864e-01,5.725783564572298756e-01,5.447473155171453918e-01,6.216667413208463167e-01,4.106925504305417585e-01,5.654931163169557573e-01,4.323362756139936813e-01,8.133704054743994272e-01,4.267951163137551074e-01,7.194273331608382893e-01,5.512886649739051625e-01,6.672086774902672435e-01,5.717340412766531710e-01,6.753318720595568037e-01,6.187386305976810830e-01,9.058452640743112072e-01,4.689950853675154963e-01,5.983981184620065230e-01,1.468343062415806144e-01,5.394524959742351689e-01,5.401459854014599715e-01,1.737160120845921141e-01,1.501210653753027036e-01,3.378870673952641401e-01,1.126408010012515809e-01,2.338983050847457668e-01,1.523987116460417124e-01,1.384527904437183599e-01,2.869565217391304990e-01
1.834239130434782775e-02,1.608910891089108952e-02,3.107271487129415616e-02,4.708871126210321251e-02,5.714999392247264998e-02,4.446228336734653341e-02,8.583126899981406710e-02,8.379872965404926155e-02,6.755175832852756794e-03,5.078189882290962132e-01,1.000000000000000000e+00,8.612743536090325946e-01,9.645100487919108234e-01,2.012956972117398852e-02,8.686737439435958039e-03,1.773219123794517529e-02,7.432343234323431913e-01,2.652049073348994868e-01,4.521373222092701649e-01,7.445374805992421852e-02,7.469135802469135665e-01,3.490330630068621542e-01,6.126487421777536690e-01,3.415281661100761507e-02,9.141019764918248414e-02,1.860288243048098880e-02,2.781143006955872753e-03,3.577355483171987954e-02,3.481510590657124066e-02,9.161547835127415926e-03,6.389879684838160046e-01,7.522962867457452241e-01,5.253073858475277857e-01,7.071630638779821121e-01,5.806691213672622309e-01,5.941510816829276287e-01,6.046478047220026353e-01,7.606829219127542174e-01,4.848426401587507817e-01,7.109636321155017313e-01,6.259473049866062233e-01,7.610613262394504419e-01,4.692355599791624421e-01,7.504330727395017719e-01,7.901219755049122551e-01,7.725616006209820030e-01,6.042030956544265363e-01,5.757530743578368471e-01,7.201882350135311306e-01,7.288337455507669649e-01,4.976642136804583227e-01,7.877881371424771961e-01,8.021170513848554506e-01,7.235543282394514275e-01,1.428275361818244667e-02,3.059581320450885933e-01,6.058394160583941979e-01,1.880664652567975437e-01,1.210653753026634388e-01,3.117668488160291185e-01,1.226533166458072810e-01,9.679849340866289453e-02,1.161984311670699252e-02,9.500711853381896624e-03,2.579710144927536697e-01
5.434782608695652023e-02,5.321782178217821652e-02,9.573131293939715625e-02,1.316907326554784818e-01,1.421963030512890525e-01,1.214556505193690739e-01,1.625325089189297578e-01,1.247948228425440759e-01,4.669261267077339655e-02,6.021184202719740419e-01,8.222722165751016332e-01,6.145438927000915763e-01,8.716749985505138909e-01,9.607576846989339392e-02,3.643255368665646032e-02,1.100414570754504467e-01,7.320132013201320342e-01,3.536935525972331185e-01,5.066566848709621596e-01,1.711999947019857693e-01,7.302469135802469591e-01,3.605739238927012091e-01,5.975748950876914600e-01,4.494397720380744615e-02,1.980060427011431368e-01,2.089020424823073707e-02,9.851830853261855925e-03,7.131173485199598927e-02,6.398987060234677393e-02,8.521660111374505450e-03,7.832796528960818128e-01,7.511294481691592750e-01,6.070865564828141769e-01,8.362219955949675709e-01,5.886205236446954148e-01,6.925337458804609048e-01,4.083316301897746414e-01,6.792868945725372143e-01,5.324812225292556711e-01,5.646821971572495436e-01,3.762337168450705649e-01,6.864968088601349772e-01,6.792353853630995753e-01,6.989813306103656032e-01,5.026117372781438997e-01,6.342836315506636957e-01,5.931588315032303438e-01,6.848806894935970391e-01,5.016191818454872609e-01,6.708727655099894216e-01,5.572058096166188079e-01,6.412237942377045918e-01,4.704159941602360506e-01,6.762373920572886110e-01,3.569824876515491352e-02,5.507246376811594235e-01,2.627737226277372384e-01,2.205438066465256197e-01,3.220338983050847759e-01,3.148087431693988858e-01,1.702127659574468321e-01,1.713747645951035903e-01,4.390574673673503653e-02,4.023640855430224428e-02,1.362318840579710422e-01
2.173913043478260809e-02,2.413366336633663428e-02,5.733468894860336423e-02,7.196817467145966152e-02,6.636159178677533688e-02,9.314059226005018399e-02,6.196848397767515393e-02,3.123071467463233164e-01,9.918343479730966361e-02,8.181459875245846725e-01,6.775510201186173420e-01,5.104544812801578013e-01,7.119259850809342982e-01,1.433765636043883573e-01,1.512487005396360440e-01,1.691258760902151215e-01,7.630363036303630109e-01,3.581310362829548399e-01,5.332012853355657667e-01,1.614569833438159185e-01,7.438271604938271331e-01,4.348097317529631689e-01,6.496805692633086382e-01,1.285183004271344687e-01,1.707012617128937093e-01,3.864096730348352132e-02,1.177027796864739927e-02,7.129149486510429068e-02,8.161889924326587442e-02,1.913809422880720715e-02,7.744526961480220351e-01,8.185005157297575717e-01,6.252189141856391297e-01,8.281674012563613463e-01,6.191233732222178876e-01,6.806416003513201529e-01,5.810844433386352925e-01,7.381288342744684039e-01,5.045106730216427637e-01,6.669277545273725183e-01,4.205056584969248945e-01,6.536072123329219608e-01,5.922256563381265160e-01,7.378402048398691182e-01,7.331586898069338831e-01,7.365553410425332848e-01,5.978965539573326549e-01,6.369251935337544301e-01,5.832035876150662990e-01,7.762140667347936507e-01,7.560346212097459606e-01,7.599776534313105181e-01,5.941692750899966180e-01,7.365390465938077558e-01,3.604365997720285902e-02,4.847020933977455592e-01,4.379562043795621196e-01,1.367069486404833556e-01,2.009685230024213232e-01,3.220400728597450080e-01,7.759699624530663753e-02,1.939736346516007515e-01,3.704788176732574240e-02,3.312864407546291939e-02,1.884057971014493071e-01
3.328804347826087168e-02,3.341584158415841777e-02,6.894884468333757621e-02,9.841817163410740421e-02,9.549866161265765929e-02,1.070676075052547777e-01,9.678253194524970293e-02,2.434081593679155442e-01,6.236671867835612282e-02,7.625714870865829553e-01,7.963480118579451261e-01,4.427963628735559487e-01,7.353482372350998997e-01,1.879394751146817866e-01,1.024848163650914218e-01,6.066202758859448596e-02,7.676567656765677095e-01,4.087705559906029684e-01,5.379170967810221748e-01,2.460216604160523346e-01,7.604938271604938516e-01,4.170305676855894927e-01,6.227250374644257569e-01,5.257001305345563452e-02,2.140999653160386151e-01,8.087397072805721510e-02,1.098400586323022149e-02,9.671882034123248373e-02,8.798606583892003286e-02,3.942952154029501916e-02,7.937458593602120249e-01,8.017354306343476011e-01,5.060027589292959149e-01,7.839065972752944367e-01,5.408129264057878194e-01,6.808671911736838833e-01,3.451242702400099671e-01,6.962803724932167260e-01,4.486986517312364087e-01,6.693538135977947778e-01,3.134055055452435457e-01,6.240656364622950703e-01,6.549659353163896913e-01,7.533330846996397767e-01,6.333085866122738494e-01,7.717194435045677814e-01,5.492464084647010747e-01,6.973147035805614680e-01,6.162103020957319099e-01,6.664642605016710686e-01,7.570839814519179090e-01,8.070447941315966878e-01,6.916716940588207851e-01,6.920748402798904131e-01,7.075748678802114278e-02,4.428341384863123675e-01,3.211678832116788840e-01,2.107250755287009003e-01,2.711864406779661563e-01,3.204189435336976532e-01,8.135168961201501292e-02,1.630885122410546118e-01,7.203069857757092576e-02,6.306740960754370073e-02,2.028985507246377218e-01
5.774456521739130405e-02,5.445544554455445524e-02,9.876497544366223680e-02,1.398469215531727150e-01,1.491339416410177032e-01,1.167696166380829403e-01,1.868530333785817510e-01,7.005204108258432372e-02,4.155733545493341813e-02,4.674394163473479247e-01,9.000158199918507629e-01,6.795997762037240264e-01,8.514841206005360208e-01,1.402961805956262076e-01,3.486466003989874968e-02,7.492332755004844913e-02,7.537953795379538358e-01,4.077264421821978346e-01,5.884537176200159703e-01,2.929944431557106044e-01,7.623456790123457338e-01,4.781659388646288256e-01,6.492562858010687554e-01,2.082168826653756077e-01,2.589412112147395639e-01,8.821452530153482685e-02,1.229481450871116113e-02,1.492840002680470568e-01,1.524739960010955964e-01,1.901401996067536224e-02,3.270521306549309393e-01,7.455608561113975519e-01,2.916791732350770272e-01,7.238698636143817700e-01,6.043751100491905337e-01,7.173868361238081581e-01,4.030859480289445407e-01,6.727462489423834402e-01,5.435203353053540409e-01,6.044906304969184241e-01,3.361765894516986486e-01,6.072800069888854013e-01,5.746047128875385601e-01,7.772276400075618374e-01,3.663206291832998840e-01,5.424623828194972130e-01,5.963824479833135239e-01,6.981870385970858628e-01,6.373718349559932550e-01,7.150725946989331394e-01,4.891452001046801001e-01,6.724604109058414103e-01,5.472498395913809599e-01,7.194402190447215517e-01,6.825325550067355695e-02,6.843800322061190933e-01,2.627737226277372384e-01,2.907854984894259198e-01,3.220338983050847759e-01,3.282331511839708393e-01,2.490613266583229235e-01,2.760828625235404732e-01,1.038542742221331833e-01,9.989855281607475102e-02,1.536231884057971120e-01
